ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,0
465461,Male,Yes,69,No,Entertainment,1.0,Average,3.0,Cat_6,D
465463,Female,No,28,No,Doctor,1.0,Low,5.0,Cat_2,D
465464,Male,Yes,41,Yes,Executive,0.0,Average,2.0,Cat_4,D
465471,Male,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_6,C
465472,Female,Yes,74,No,Entertainment,1.0,High,3.0,Cat_6,A
465473,Female,No,59,Yes,Artist,4.0,Low,1.0,Cat_6,B
465477,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_2,C
465479,Male,No,33,No,Artist,0.0,Low,1.0,Cat_4,C
465482,Male,No,31,No,Entertainment,9.0,Low,2.0,Cat_2,D
465483,Male,Yes,46,No,Artist,0.0,Average,3.0,Cat_6,D
465484,Female,Yes,63,Yes,Artist,0.0,Low,2.0,Cat_6,A
465488,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,D
465489,Female,No,53,Yes,Engineer,1.0,Low,5.0,Cat_6,D
465492,Male,Yes,59,No,Entertainment,1.0,Low,1.0,Cat_2,A
465496,Male,Yes,84,Yes,Lawyer,1.0,Low,2.0,Cat_2,C
465505,Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,B
465507,Male,Yes,35,Yes,Artist,8.0,Low,1.0,Cat_6,A
465508,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,B
465510,Male,Yes,67,No,Lawyer,0.0,High,2.0,Cat_6,C
465518,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_4,C
465520,Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_2,C
465521,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,A
465522,Female,No,33,Yes,Healthcare,4.0,Low,8.0,Cat_5,A
465529,Female,No,32,No,Doctor,0.0,Low,4.0,Cat_6,D
465538,Male,Yes,59,No,Unemployed,5.0,High,2.0,Cat_6,B
465539,Female,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6,A
465541,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_7,D
465543,Female,Yes,41,Yes,Healthcare,1.0,Average,2.0,Cat_3,A
465550,Female,No,33,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
465551,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_3,D
465554,Female,No,78,Yes,Lawyer,1.0,Low,3.0,Cat_6,C
465555,Female,Yes,69,No,Lawyer,1.0,High,2.0,Cat_4,A
465558,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_7,B
465568,Male,Yes,43,Yes,Executive,2.0,High,3.0,Cat_6,D
465569,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6,D
465571,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_2,D
465577,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_3,B
465584,Male,Yes,47,No,Entertainment,3.0,Average,2.0,Cat_6,D
465586,Male,Yes,69,No,Artist,0.0,Low,1.0,Cat_6,D
465587,Male,Yes,41,Yes,Entertainment,1.0,Low,5.0,Cat_3,B
465594,Male,Yes,33,No,Executive,4.0,Low,6.0,Cat_3,A
465598,Male,No,27,Yes,Healthcare,6.0,Low,5.0,Cat_2,B
465600,Male,Yes,38,Yes,Engineer,6.0,Low,2.0,Cat_3,D
465601,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,A
465602,Male,Yes,27,Yes,Artist,10.0,Low,2.0,Cat_3,D
465603,Female,Yes,51,Yes,Homemaker,9.0,Low,2.0,Cat_3,A
465605,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,A
465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6,A
465612,Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,A
465616,Male,Yes,42,Yes,Doctor,8.0,Low,2.0,Cat_6,D
465621,Male,No,36,Yes,Doctor,9.0,Low,1.0,Cat_6,D
465625,Male,No,36,Yes,Artist,14.0,Low,2.0,Cat_6,C
465627,Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_6,C
465629,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_6,D
465635,Male,No,30,No,Doctor,1.0,Low,2.0,Cat_4,B
465638,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_3,C
465640,Male,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
465644,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,D
465645,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,D
465649,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6,B
465651,Male,No,32,No,Engineer,0.0,Low,4.0,Cat_6,D
465653,Female,Yes,51,Yes,Artist,0.0,Low,2.0,Cat_6,D
465655,Female,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,D
465656,Male,Yes,81,No,Lawyer,1.0,Low,2.0,Cat_6,B
465658,Male,Yes,72,Yes,Artist,1.0,Average,4.0,Cat_6,B
465663,Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_6,D
465667,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_2,D
465668,Male,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,D
465669,Female,Yes,41,No,Entertainment,4.0,Average,4.0,Cat_4,C
465670,Female,No,49,No,Engineer,12.0,Low,1.0,Cat_4,B
465675,Female,No,51,No,Entertainment,0.0,Low,1.0,Cat_4,D
465680,Male,Yes,28,No,Healthcare,0.0,Average,5.0,Cat_4,D
465685,Male,No,37,Yes,Healthcare,5.0,Low,2.0,Cat_3,B
465689,Male,No,19,No,Healthcare,8.0,Low,4.0,Cat_3,A
465695,Female,No,32,No,Healthcare,1.0,Low,3.0,Cat_4,D
465697,Female,Yes,51,No,Artist,6.0,Low,1.0,Cat_6,C
465703,Male,Yes,26,No,Entertainment,3.0,Low,2.0,Cat_4,A
465704,Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_6,B
465705,Female,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,B
465706,Female,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,C
465721,Male,Yes,29,Yes,Entertainment,1.0,High,2.0,Cat_3,D
465722,Male,Yes,47,No,Unemployed,0.0,Low,5.0,Cat_3,D
465725,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_3,A
465727,Male,No,40,No,Marketing,0.0,Low,5.0,Cat_4,B
465728,Male,No,45,Yes,Unemployed,1.0,Low,1.0,Cat_4,D
465733,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_4,B
465734,Male,Yes,38,Yes,Artist,0.0,Low,3.0,Cat_1,D
465736,Female,No,38,Yes,Artist,8.0,Low,2.0,Cat_3,C
465737,Female,Yes,48,Yes,Engineer,7.0,Low,3.0,Cat_3,B
465740,Female,No,71,Yes,Doctor,0.0,Low,1.0,Cat_6,A
465742,Female,Yes,46,Yes,Artist,3.0,Low,3.0,Cat_6,A
465751,Female,Yes,46,Yes,Artist,9.0,Low,2.0,Cat_6,C
465753,Female,Yes,49,Yes,Artist,7.0,Low,2.0,Cat_6,A
465766,Male,Yes,43,No,Entertainment,0.0,Low,3.0,Cat_4,A
465768,Female,No,38,Yes,Artist,6.0,Low,4.0,Cat_4,C
465769,Male,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_6,A
465772,Female,Yes,46,Yes,Engineer,0.0,Low,4.0,Cat_1,A
465775,Female,No,28,Yes,Engineer,9.0,Low,3.0,Cat_6,A
465776,Female,No,41,Yes,Entertainment,5.0,Low,4.0,Cat_6,D
465777,Female,No,32,Yes,Artist,9.0,Low,5.0,Cat_6,A
465784,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,D
465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,C
465793,Male,No,27,No,Healthcare,0.0,Low,5.0,Cat_4,A
465797,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_2,C
465804,Female,Yes,68,No,Engineer,0.0,Low,1.0,Cat_4,D
465809,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,A
465811,Male,No,28,No,Healthcare,1.0,Low,4.0,Cat_4,C
465813,Male,No,28,No,Marketing,2.0,Low,8.0,Cat_4,A
465818,Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_4,C
465823,Male,Yes,67,No,Entertainment,5.0,Average,4.0,Cat_4,D
465826,Male,Yes,46,No,Executive,4.0,Low,9.0,Cat_4,A
465828,Female,No,33,No,Entertainment,8.0,Low,4.0,Cat_4,B
465829,Female,Yes,40,Yes,Doctor,6.0,Average,3.0,Cat_4,B
465830,Female,Yes,48,No,Unemployed,5.0,Average,7.0,Cat_4,C
465831,Male,Yes,42,No,Executive,0.0,High,5.0,Cat_4,D
465837,Male,No,56,Yes,Unemployed,1.0,Low,1.0,Cat_6,A
465841,Female,No,51,Yes,Engineer,3.0,Low,1.0,Cat_6,B
465848,Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_7,A
465849,Female,No,25,Yes,Doctor,7.0,Low,3.0,Cat_4,C
465851,Female,Yes,51,No,Artist,9.0,High,2.0,Cat_4,A
465853,Female,Yes,26,Yes,Healthcare,1.0,Average,2.0,Cat_6,B
465857,Female,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,B
465863,Male,No,30,No,Healthcare,6.0,Low,3.0,Cat_6,B
465865,Female,No,41,Yes,Healthcare,9.0,Low,1.0,Cat_6,C
465866,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,C
465867,Female,Yes,40,Yes,Artist,8.0,High,5.0,Cat_6,C
465873,Male,No,36,Yes,Entertainment,13.0,Low,1.0,Cat_6,B
465875,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,C
465884,Male,Yes,40,Yes,Executive,7.0,High,3.0,Cat_6,C
465893,Female,Yes,40,Yes,Engineer,1.0,Average,2.0,Cat_6,C
465894,Male,No,28,Yes,Artist,9.0,Low,6.0,Cat_6,D
465907,Female,No,31,Yes,Marketing,8.0,Low,2.0,Cat_1,C
465916,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,B
465923,Female,No,28,Yes,Engineer,9.0,Low,5.0,Cat_6,C
465925,Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,C
465927,Female,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
465930,Female,No,38,Yes,Artist,9.0,Low,2.0,Cat_6,B
465931,Male,Yes,43,Yes,Artist,7.0,Low,1.0,Cat_7,C
465935,Male,No,29,Yes,Entertainment,9.0,Low,1.0,Cat_6,B
465937,Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
465941,Male,Yes,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
465948,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,D
465953,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_6,C
465957,Female,No,48,Yes,Marketing,0.0,Low,1.0,Cat_6,A
465960,Female,No,28,Yes,Marketing,9.0,Low,1.0,Cat_6,C
465961,Female,No,40,Yes,Artist,3.0,Low,1.0,Cat_6,B
465963,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_6,D
465965,Female,Yes,36,No,Marketing,8.0,Low,2.0,Cat_6,D
465972,Female,No,51,Yes,Marketing,9.0,Low,1.0,Cat_6,D
465974,Male,Yes,45,Yes,Executive,5.0,High,4.0,Cat_4,C
465975,Male,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,D
465976,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_7,C
465979,Male,Yes,41,Yes,Artist,2.0,Low,2.0,Cat_6,D
465982,Male,Yes,43,Yes,Entertainment,0.0,Average,4.0,Cat_6,A
465996,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
465997,Female,No,31,No,Doctor,0.0,Low,3.0,Cat_6,D
466001,Female,Yes,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,D
466007,Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_7,C
466017,Female,Yes,45,Yes,Homemaker,0.0,Low,1.0,Cat_3,C
466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,D
466020,Male,Yes,86,No,Lawyer,0.0,Low,1.0,Cat_6,D
466022,Female,Yes,67,No,Engineer,1.0,High,3.0,Cat_7,B
466023,Male,Yes,71,No,Executive,1.0,High,3.0,Cat_7,D
466024,Female,Yes,43,No,Entertainment,14.0,Low,2.0,Cat_3,C
466042,Male,Yes,47,No,Entertainment,0.0,Low,2.0,Cat_6,D
466043,Female,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
466046,Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4,A
466058,Male,Yes,35,No,Entertainment,1.0,Low,2.0,Cat_4,A
466071,Female,Yes,60,Yes,Artist,3.0,Low,3.0,Cat_4,A
466078,Female,Yes,45,No,Executive,1.0,Low,1.0,Cat_6,A
466079,Female,Yes,42,No,Engineer,0.0,Low,2.0,Cat_6,A
466082,Female,Yes,89,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
466083,Female,No,23,No,Marketing,4.0,Low,2.0,Cat_3,B
466084,Male,Yes,46,Yes,Homemaker,11.0,Low,1.0,Cat_3,A
466085,Male,No,22,No,Unemployed,8.0,Low,4.0,Cat_4,C
466088,Female,No,30,No,Healthcare,0.0,Low,7.0,Cat_6,B
466090,Male,Yes,58,Yes,Entertainment,0.0,Low,2.0,Cat_6,B
466092,Male,Yes,73,Yes,Artist,0.0,Average,4.0,Cat_6,D
466099,Female,Yes,71,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
466103,Female,Yes,35,No,Engineer,0.0,Low,5.0,Cat_6,C
466109,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
466111,Male,Yes,84,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
466114,Male,Yes,47,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
466115,Male,Yes,39,No,Executive,0.0,Low,2.0,Cat_6,A
466118,Female,Yes,40,No,Engineer,0.0,Low,3.0,Cat_4,C
466124,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_6,B
466128,Male,No,40,Yes,Artist,3.0,Low,2.0,Cat_6,B
466130,Female,No,27,No,Artist,1.0,Low,6.0,Cat_6,C
466132,Female,No,23,No,Healthcare,4.0,Low,4.0,Cat_7,C
466136,Female,No,21,Yes,Artist,1.0,Low,2.0,Cat_6,B
466138,Male,Yes,70,No,Lawyer,2.0,High,2.0,Cat_6,B
466140,Male,Yes,28,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
466141,Female,Yes,58,Yes,Homemaker,1.0,Low,4.0,Cat_6,D
466142,Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
466146,Female,Yes,37,No,Engineer,8.0,Average,3.0,Cat_6,C
466148,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_6,A
466149,Female,No,28,No,Doctor,2.0,Low,4.0,Cat_6,A
466153,Male,Yes,73,No,Entertainment,0.0,Average,2.0,Cat_6,D
466154,Female,Yes,51,Yes,Artist,1.0,Average,5.0,Cat_3,C
466156,Female,Yes,48,Yes,Doctor,8.0,Average,3.0,Cat_2,B
466161,Male,Yes,47,No,Artist,1.0,Average,2.0,Cat_6,B
466162,Female,Yes,67,Yes,Doctor,0.0,Low,1.0,Cat_4,A
466166,Male,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_4,D
466172,Male,Yes,46,Yes,Artist,3.0,Average,3.0,Cat_6,D
466178,Female,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,C
466180,Male,Yes,67,No,Lawyer,1.0,Low,1.0,Cat_6,D
466185,Male,Yes,62,Yes,Doctor,0.0,Average,4.0,Cat_6,A
466200,Male,Yes,45,Yes,Doctor,8.0,Average,3.0,Cat_4,A
466201,Male,Yes,40,Yes,Doctor,1.0,Average,5.0,Cat_4,D
466206,Female,Yes,60,Yes,Artist,4.0,Average,2.0,Cat_3,B
466207,Female,Yes,37,Yes,Doctor,8.0,Average,4.0,Cat_2,C
466208,Male,Yes,69,No,Executive,2.0,High,1.0,Cat_6,D
466210,Female,Yes,58,Yes,Artist,1.0,High,4.0,Cat_6,D
466211,Male,Yes,52,Yes,Artist,1.0,Low,2.0,Cat_6,C
466213,Male,No,20,No,Healthcare,2.0,Low,5.0,Cat_6,D
466223,Male,Yes,66,Yes,Artist,0.0,Low,1.0,Cat_4,C
466225,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,B
466226,Female,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,B
466233,Female,Yes,59,Yes,Homemaker,6.0,Low,1.0,Cat_6,C
466235,Female,Yes,61,Yes,Artist,0.0,Average,4.0,Cat_4,C
466236,Female,Yes,68,Yes,Engineer,1.0,Low,2.0,Cat_4,D
466238,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4,D
466246,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_2,A
466253,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,A
466257,Female,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,A
466264,Male,Yes,32,Yes,Unemployed,1.0,Low,2.0,Cat_3,A
466268,Female,Yes,67,Yes,Artist,0.0,Average,3.0,Cat_4,D
466271,Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_2,C
466274,Male,Yes,72,Yes,Executive,0.0,Low,2.0,Cat_6,D
466276,Female,No,32,No,Doctor,1.0,Low,5.0,Cat_4,A
466278,Female,No,28,No,Unemployed,0.0,Low,2.0,Cat_3,D
466282,Male,Yes,29,Yes,Healthcare,8.0,Low,2.0,Cat_6,A
466285,Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_2,D
466286,Female,Yes,52,Yes,Artist,1.0,Average,5.0,Cat_2,D
466287,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_2,D
466289,Male,No,19,No,Healthcare,3.0,Low,5.0,Cat_2,D
466290,Female,No,18,No,Healthcare,5.0,Low,2.0,Cat_4,B
466292,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,D
466297,Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_4,D
466300,Female,Yes,48,Yes,Artist,0.0,Low,3.0,Cat_2,D
466301,Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_2,C
466306,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,B
466313,Female,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_4,A
466315,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_6,D
466317,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,Cat_6,B
466318,Female,No,30,No,Healthcare,0.0,Low,3.0,Cat_6,D
466320,Female,No,39,Yes,Engineer,8.0,Low,2.0,Cat_4,D
466321,Male,Yes,43,Yes,Entertainment,3.0,Low,2.0,Cat_4,D
466324,Female,No,32,No,Engineer,0.0,Low,1.0,Cat_4,C
466326,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,D
466335,Female,No,30,No,Healthcare,1.0,Low,3.0,Cat_4,B
466337,Female,Yes,41,No,Engineer,1.0,Low,2.0,Cat_4,D
466341,Male,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_5,A
466347,Male,Yes,66,No,Executive,6.0,Low,3.0,Cat_4,C
466352,Female,Yes,67,Yes,Doctor,1.0,Low,2.0,Cat_6,D
466355,Male,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
466367,Female,No,39,Yes,Doctor,6.0,Low,1.0,Cat_2,D
466372,Female,Yes,57,Yes,Artist,0.0,Average,5.0,Cat_6,A
466373,Male,Yes,63,Yes,Executive,1.0,High,1.0,Cat_6,C
466376,Female,Yes,52,No,Homemaker,4.0,High,3.0,Cat_6,C
466377,Male,Yes,61,Yes,Unemployed,8.0,Average,2.0,Cat_6,D
466380,Male,Yes,35,Yes,Entertainment,7.0,Low,2.0,Cat_6,C
466381,Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6,C
466382,Female,Yes,45,Yes,Engineer,2.0,High,2.0,Cat_4,D
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
466389,Female,Yes,45,Yes,Engineer,1.0,Average,2.0,Cat_6,B
466391,Female,Yes,55,Yes,Engineer,0.0,Average,2.0,Cat_6,A
466392,Female,Yes,49,Yes,Engineer,4.0,Average,2.0,Cat_3,B
466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,Cat_3,D
466395,Female,Yes,39,Yes,Doctor,3.0,High,2.0,Cat_4,D
466397,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,C
466400,Male,Yes,43,No,Artist,1.0,Average,3.0,Cat_3,D
466401,Male,Yes,50,No,Executive,1.0,Average,4.0,Cat_6,C
466402,Male,Yes,37,Yes,Artist,1.0,Average,4.0,Cat_6,C
466404,Female,No,37,Yes,Engineer,1.0,Low,1.0,Cat_6,D
466406,Male,Yes,63,Yes,Entertainment,0.0,Low,3.0,Cat_6,C
466408,Male,Yes,83,Yes,Lawyer,1.0,Low,2.0,Cat_3,C
466411,Male,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_3,D
466414,Male,Yes,71,Yes,Artist,1.0,Low,3.0,Cat_6,A
466418,Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_4,A
466419,Female,Yes,49,Yes,Entertainment,2.0,Average,5.0,Cat_3,B
466422,Male,Yes,27,No,Doctor,0.0,Low,4.0,Cat_4,A
466427,Female,Yes,25,No,Marketing,1.0,Low,4.0,Cat_4,D
466429,Male,Yes,42,No,Healthcare,0.0,Low,2.0,Cat_3,C
466443,Female,Yes,66,Yes,Artist,4.0,Low,2.0,Cat_6,D
466450,Female,No,32,Yes,Healthcare,1.0,Low,1.0,Cat_6,A
466455,Female,Yes,32,Yes,Doctor,4.0,Low,2.0,Cat_6,D
466456,Female,Yes,37,No,Doctor,8.0,Low,1.0,Cat_2,A
466463,Female,No,33,Yes,Healthcare,3.0,Low,4.0,Cat_4,D
466464,Female,Yes,45,Yes,Homemaker,2.0,Average,2.0,Cat_3,B
466467,Female,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_3,D
466468,Male,No,30,Yes,Doctor,4.0,Low,4.0,Cat_3,C
466474,Male,No,31,Yes,Entertainment,5.0,Low,3.0,Cat_6,B
466478,Female,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_3,A
466483,Male,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_3,C
466486,Female,Yes,36,Yes,Doctor,8.0,Low,2.0,Cat_4,B
466488,Male,Yes,61,Yes,Entertainment,0.0,Average,6.0,Cat_6,D
466490,Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,D
466493,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,D
466500,Female,Yes,46,Yes,Artist,3.0,High,3.0,Cat_4,B
466501,Male,Yes,48,Yes,Engineer,0.0,Average,3.0,Cat_3,B
466502,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_3,A
466516,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D
466517,Female,No,40,No,Engineer,1.0,Low,1.0,Cat_6,A
466526,Male,No,27,No,Healthcare,0.0,Low,5.0,Cat_2,B
466527,Female,Yes,49,No,Marketing,0.0,Low,1.0,Cat_5,B
466533,Female,No,53,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
466535,Male,No,29,Yes,Artist,8.0,Low,1.0,Cat_6,A
466536,Male,No,23,No,Healthcare,3.0,Low,4.0,Cat_4,D
466538,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,C
466541,Male,No,38,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
466543,Male,No,26,Yes,Doctor,11.0,Low,2.0,Cat_7,D
466545,Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,D
466552,Male,Yes,20,No,Entertainment,0.0,Low,2.0,Cat_6,B
466553,Male,Yes,36,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
466556,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,B
466562,Female,No,20,No,Healthcare,7.0,Low,4.0,Cat_6,C
466564,Female,No,18,No,Marketing,1.0,Low,4.0,Cat_6,C
466565,Male,Yes,32,No,Artist,7.0,Average,2.0,Cat_6,B
466576,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,B
466586,Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,C
466588,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,C
466596,Female,Yes,75,Yes,Artist,1.0,High,2.0,Cat_6,B
466603,Male,Yes,37,Yes,Engineer,0.0,Average,2.0,Cat_6,A
466606,Female,Yes,35,Yes,Engineer,1.0,Low,3.0,Cat_3,A
466613,Male,No,20,No,Healthcare,9.0,Low,3.0,Cat_6,C
466631,Male,Yes,58,Yes,Artist,0.0,Low,3.0,Cat_6,C
466634,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,D
466635,Male,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_6,A
466644,Female,No,51,Yes,Homemaker,0.0,Low,2.0,Cat_6,C
466650,Female,No,27,No,Healthcare,8.0,Low,3.0,Cat_4,D
466652,Female,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6,D
466655,Male,Yes,62,No,Executive,1.0,Low,2.0,Cat_6,A
466656,Male,Yes,79,Yes,Marketing,0.0,High,2.0,Cat_6,D
466658,Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,D
466662,Female,No,33,No,Engineer,0.0,Low,2.0,Cat_4,D
466665,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,D
466666,Female,Yes,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
466686,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
466687,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,C
466688,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_4,A
466689,Male,No,28,Yes,Artist,9.0,Low,3.0,Cat_6,D
466696,Female,Yes,48,Yes,Artist,3.0,Average,4.0,Cat_6,B
466704,Male,Yes,48,Yes,Doctor,3.0,Average,2.0,Cat_6,C
466705,Male,Yes,66,No,Lawyer,0.0,Low,3.0,Cat_6,A
466707,Female,Yes,47,Yes,Homemaker,1.0,Low,4.0,Cat_6,B
466713,Female,Yes,68,Yes,Artist,1.0,High,4.0,Cat_6,D
466720,Female,Yes,59,No,Lawyer,0.0,Low,1.0,Cat_2,D
466721,Male,Yes,38,Yes,Doctor,7.0,Average,2.0,Cat_6,D
466725,Female,Yes,76,No,Lawyer,1.0,High,2.0,Cat_6,B
466731,Female,Yes,40,Yes,Engineer,3.0,Low,2.0,Cat_4,B
466732,Female,Yes,49,Yes,Engineer,0.0,High,2.0,Cat_4,B
466733,Female,No,33,No,Homemaker,0.0,Low,2.0,Cat_4,D
466735,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,B
466746,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
466752,Male,Yes,36,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
466753,Female,Yes,67,Yes,Artist,0.0,Average,2.0,Cat_3,A
466754,Female,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,B
466759,Female,No,26,No,Healthcare,2.0,Low,2.0,Cat_6,A
466760,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,D
466765,Female,Yes,67,Yes,Lawyer,1.0,Low,2.0,Cat_6,A
466769,Female,No,29,Yes,Entertainment,1.0,Low,4.0,Cat_6,D
